170TRE0166;921694;30-04-2018;58800;58800;0;1;1;58800;58800;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0167;921747;30-04-2018;12500;12500;0;1;1;12500;12500;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0168;921870;30-04-2018;769600;769600;0;1;1;769600;769600;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0169;921870;17-05-2018;882250;882250;0;1;1;882250;882250;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0170;931800;30-04-2018;63500;63500;0;1;1;63500;63500;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0171;931800;17-05-2018;54000;54000;0;1;1;54000;54000;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0172;932401;30-04-2018;62500;62500;0;1;1;62500;62500;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0173;940134;30-04-2018;67000;67000;0;1;1;67000;67000;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0174;940715;30-04-2018;65200;65200;0;1;1;65200;65200;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0175;940715;17-05-2018;56150;56150;0;1;1;56150;56150;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0176;941153;30-04-2018;58700;58700;0;1;1;58700;58700;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0177;950020;17-05-2018;163000;163000;0;1;1;163000;163000;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0178;951269;30-04-2018;106500;106500;0;1;1;106500;106500;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0179;951269;17-05-2018;129400;129400;0;1;1;129400;129400;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0180;960690;30-04-2018;19300;19300;0;1;1;19300;19300;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0181;960690;17-05-2018;50600;50600;0;1;1;50600;50600;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0182;960929;17-05-2018;6000;6000;0;1;1;6000;6000;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0183;961551;30-04-2018;119000;119000;0;1;1;119000;119000;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0184;961551;17-05-2018;766000;766000;0;1;1;766000;766000;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0185;961581;30-04-2018;119500;119500;0;1;1;119500;119500;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0186;962069;30-04-2018;392950;392950;0;1;1;392950;392950;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0187;962140;30-04-2018;16200;16200;0;1;1;16200;16200;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0188;962306;30-04-2018;12300;12300;0;1;1;12300;12300;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0189;962306;17-05-2018;126500;126500;0;1;1;126500;126500;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0190;962380;30-04-2018;45000;45000;0;1;1;45000;45000;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0191;962380;17-05-2018;90000;90000;0;1;1;90000;90000;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0192;962414;30-04-2018;61700;61700;0;1;1;61700;61700;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0193;962782;30-04-2018;137000;137000;0;1;1;137000;137000;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0194;962782;17-05-2018;94400;94400;0;1;1;94400;94400;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0195;962795;30-04-2018;84400;84400;0;1;1;84400;84400;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0196;962795;17-05-2018;130000;130000;0;1;1;130000;130000;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0197;962810;30-04-2018;12200;12200;0;1;1;12200;12200;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0198;962946;30-04-2018;190700;190700;0;1;1;190700;190700;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0199;962946;17-05-2018;85300;85300;0;1;1;85300;85300;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0200;963175;30-04-2018;390000;390000;0;1;1;390000;390000;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0201;963175;17-05-2018;126000;126000;0;1;1;126000;126000;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0202;963176;17-05-2018;436800;436800;0;1;1;436800;436800;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0203;963180;30-04-2018;469400;469400;0;1;1;469400;469400;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0204;963180;17-05-2018;7300;7300;0;1;1;7300;7300;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0205;963185;17-05-2018;37200;37200;0;1;1;37200;37200;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0206;963185;17-05-2018;200000;200000;0;1;1;200000;200000;;BELANJA OMI NUGET TGL 2 s.d 17 MEI 2018
170TRE0207;963721;30-04-2018;16200;16200;0;1;1;16200;16200;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0208;963888;30-04-2018;92400;92400;0;1;1;92400;92400;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0209;963888;17-05-2018;62900;62900;0;1;1;62900;62900;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0210;970174;30-04-2018;262600;262600;0;1;1;262600;262600;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0211;970654;30-04-2018;71750;71750;0;1;1;71750;71750;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0212;970654;17-05-2018;164100;164100;0;1;1;164100;164100;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0213;970677;17-05-2018;31000;31000;0;1;1;31000;31000;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0214;970825;30-04-2018;42400;42400;0;1;1;42400;42400;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0215;970825;17-05-2018;50600;50600;0;1;1;50600;50600;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0216;971137;17-05-2018;92200;92200;0;1;1;92200;92200;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0217;971238;17-05-2018;130500;130500;0;1;1;130500;130500;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0218;971755;30-04-2018;38500;38500;0;1;1;38500;38500;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0219;973034;17-05-2018;17200;17200;0;1;1;17200;17200;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0220;973145;30-04-2018;84700;84700;0;1;1;84700;84700;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0221;973145;17-05-2018;620100;620100;0;1;1;620100;620100;;BELANJA OMI TGL 2 s.d 17 MEI 2018
